status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
9.33892E+17,11/24/2017 2:58,66379182,NYCTSubway,"@2AvSagas Good Evening, the scheduled work regarding Q service running via the R line from Canal St to DeKalb Av has been cancelled for this evening. An update is being made to the website at this time. ^JG",Oracle Engage,9.33889E+17,16563573,2AvSagas,FALSE,FALSE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16563573,2AvSagas,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33892E+17,11/24/2017 2:54,66379182,NYCTSubway,1 train service has resumed. https://t.co/xm3QePzxhu,Oracle Engage,9.33882E+17,66379182,NYCTSubway,TRUE,FALSE,4,3,NA,NA,twitter.com/NYCTSubway/sta…,https://t.co/xm3QePzxhu,https://twitter.com/NYCTSubway/status/933881519202078720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,9.33882E+17,Southbound 1 trains are running express from 137 St to 96 St because of a train with mechanical problems at 116 St.,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33889E+17,11/24/2017 2:45,66379182,NYCTSubway,"@Aloe9678 Good Evening. Yes, D train service is stopping at this location. ^JZ",Oracle Engage,NA,347301155,Aloe9678,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347301155,Aloe9678,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33888E+17,11/24/2017 2:38,66379182,NYCTSubway,Northbound A trains are running with delays because of NYPD activity at Aqueduct-North Conduit Av.,GMS Web Pro App,NA,NA,NA,FALSE,FALSE,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33887E+17,11/24/2017 2:35,66379182,NYCTSubway,J train service has resumed. https://t.co/Bytvcyjyrt,Oracle Engage,9.33881E+17,66379182,NYCTSubway,TRUE,FALSE,4,2,NA,NA,twitter.com/NYCTSubway/sta…,https://t.co/Bytvcyjyrt,https://twitter.com/NYCTSubway/status/933880711920185346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,9.33881E+17,Jamaica bound J trains are running express from Marcy Av to Myrtle Av because of a sick passenger at Hewes St.,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33885E+17,11/24/2017 2:26,66379182,NYCTSubway,"@eharfenist Good evening, you have no planned work tonight on the G train service. ^CB",Oracle Engage,9.33884E+17,210402410,eharfenist,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210402410,eharfenist,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33882E+17,11/24/2017 2:14,66379182,NYCTSubway,Southbound 1 trains are running express from 137 St to 96 St because of a train with mechanical problems at 116 St.,GMS Web Pro App,NA,NA,NA,FALSE,FALSE,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33881E+17,11/24/2017 2:11,66379182,NYCTSubway,Jamaica bound J trains are running express from Marcy Av to Myrtle Av because of a sick passenger at Hewes St.,GMS Web Pro App,NA,NA,NA,FALSE,FALSE,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33869E+17,11/24/2017 1:26,66379182,NYCTSubway,"@zachlinder Hi, because of the Thanksgiving Holiday there are subway service changes for details see this link here: https://t.co/M4T4cAmBtU ^JG",Oracle Engage,9.33866E+17,2132631,zachlinder,FALSE,FALSE,0,0,NA,NA,web.mta.info/nyct/service/s…,https://t.co/M4T4cAmBtU,http://web.mta.info/nyct/service/stationInfo_Thanksgiving_Nov2017.htm,NA,NA,NA,NA,NA,NA,NA,NA,2132631,zachlinder,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
9.33858E+17,11/24/2017 0:43,66379182,NYCTSubway,@VirgoFinesse A trains are running express in Brooklyn between Hoyt-Schernerhorn Sts and Euclid Av in both directions. Trains will make all local stops to Lefferts Blvd after Euclid Av. ^JG,Oracle Engage,9.33857E+17,24322141,VirgoFinesse,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24322141,VirgoFinesse,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)"
